year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,lat,lon,state,county
2019,2,St. Paul,3.2,15.0,15.0,40.0,98.0,97.5,220.0,100.0,7.7,100.0,1.3,55.0,4.0,77.5,1.7,100.0,3.2,100.0,1.3,50.0,80.4,,83.2,St. Paul,,37.517132000000004,-95.17604240058537,Kansas,Neosho County
2019,3,Minneapolis,5.7,27.5,15.0,37.5,96.0,95.0,299.0,100.0,3.5,52.5,1.7,75.0,4.1,77.5,2.3,100.0,3.0,90.0,0.2,8.0,67.1,,81.8,Minneapolis,,44.9772995,-93.2654692,Minnesota,Hennepin County
2019,4,"Arlington, Virginia",2.4,10.0,11.0,27.5,98.0,97.5,267.0,100.0,7.8,100.0,3.5,100.0,4.4,87.5,1.1,73.0,3.1,95.0,2.2,85.0,90.0,,81.3,"Arlington, Virginia",,38.8769326,-77.0893094,Virginia,Arlington County
2019,5,Portland,4.9,22.5,18.0,47.5,89.0,85.0,224.0,100.0,3.8,57.5,5.4,100.0,2.1,32.5,0.6,38.0,2.0,60.0,2.5,95.0,63.8,,79.7,Portland,,45.5202471,-122.674194,Oregon,Multnomah County
2019,6,Irvine,6.1,30.0,27.0,50.0,80.0,72.5,252.0,100.0,17.7,100.0,0.4,5.0,4.0,77.5,1.8,100.0,3.0,90.0,0.4,13.0,64.2,,79.2,Irvine,,33.6856969,-117.825981,California,Orange County
2019,7,San Francisco,1.3,5.0,20.0,50.0,100.0,100.0,318.0,100.0,4.1,65.0,4.2,100.0,2.6,42.5,0.8,50.0,2.6,78.0,0.8,30.0,60.8,,79.0,San Francisco,,37.7792588,-122.4193286,California,San Francisco
2019,8,Cincinnati,4.4,20.0,14.0,35.0,77.0,67.5,193.0,100.0,8.9,100.0,1.3,52.5,5.0,100.0,1.5,98.0,3.1,95.0,4.5,100.0,90.8,,78.3,Cincinnati,,39.1014537,-84.5124602,Ohio,Hamilton County
2019,9,New York,1.1,5.0,22.0,50.0,99.0,100.0,198.0,100.0,4.0,62.5,1.7,75.0,2.1,32.5,0.1,3.0,0.8,23.0,6.8,100.0,49.2,,76.0,New York,,40.7127281,-74.0060152,New York,City of New York
2019,10,Chicago,2.2,10.0,10.0,25.0,98.0,97.5,171.0,95.0,4.6,72.5,0.9,35.0,3.6,67.5,1.7,100.0,2.4,70.0,8.7,100.0,74.2,,75.4,Chicago,,41.8755616,-87.6244212,Illinois,Cook County
2019,11,Seattle,2.4,10.0,13.0,32.5,96.0,95.0,279.0,100.0,3.3,47.5,2.0,90.0,2.1,32.5,0.8,48.0,2.4,73.0,1.3,48.0,56.3,,73.4,Seattle,,47.6038321,-122.330062,Washington,King County
2019,12,Madison,4.7,22.5,14.0,35.0,94.0,92.5,130.0,70.0,10.6,100.0,3.9,100.0,7.0,100.0,0.1,3.0,2.7,83.0,1.2,43.0,71.3,,72.8,Madison,,43.074761,-89.3837613,Wisconsin,Dane County
2019,13,Boston,1.4,5.0,17.0,45.0,100.0,100.0,131.0,70.0,3.3,47.5,1.8,80.0,3.9,75.0,0.9,60.0,1.0,30.0,10.5,100.0,65.4,,71.4,Boston,,42.3554334,-71.060511,Massachusetts,Suffolk County
2019,14,St. Louis,2.3,10.0,9.0,22.5,95.0,95.0,261.0,100.0,2.7,37.5,1.6,70.0,2.7,47.5,0.6,40.0,2.2,68.0,1.9,73.0,55.8,,70.8,St. Louis,,38.6280278,-90.1910154,Missouri,Saint Louis
2019,15,Plano,13.5,50.0,10.0,22.5,75.0,65.0,211.0,100.0,7.3,100.0,0.3,2.5,4.6,90.0,0.3,20.0,1.5,45.0,0.3,10.0,44.6,,70.5,Plano,,33.0136764,-96.6925096,Texas,Collin County
2019,16,San Diego,6.8,32.5,19.0,50.0,79.0,70.0,154.0,85.0,2.8,37.5,1.1,45.0,2.2,35.0,1.0,60.0,1.5,43.0,0.1,3.0,37.1,,68.6,San Diego,,32.7174202,-117.162772,California,San Diego County
2019,17,St. Petersburg,3.5,15.0,16.0,40.0,75.0,65.0,140.0,77.5,4.1,62.5,2.3,100.0,3.5,65.0,1.2,80.0,4.8,100.0,1.2,43.0,75.0,,68.1,St. Petersburg,,27.7700475,-82.6359078,Florida,Pinellas County
2019,19,Long Beach,3.2,15.0,10.0,25.0,83.0,77.5,205.0,100.0,1.6,15.0,2.1,97.5,1.4,17.5,1.1,73.0,3.7,100.0,0.0,0.0,50.4,,67.0,Long Beach,,33.7690164,-118.191604,California,Long Beach
2019,18,Philadelphia,3.0,12.5,13.0,35.0,95.0,95.0,123.0,65.0,4.8,77.5,0.4,7.5,1.6,22.5,2.0,100.0,1.6,48.0,5.0,100.0,59.2,,66.7,Philadelphia,,39.9527237,-75.1635262,Pennsylvania,Philadelphia County
2019,21,New Orleans,2.0,7.5,26.0,50.0,80.0,72.5,177.0,100.0,1.6,15.0,0.8,25.0,2.5,42.5,0.7,45.0,2.6,78.0,0.3,8.0,35.4,,66.4,New Orleans,,29.9759983,-90.0782127,Louisiana,Orleans Parish
2019,20,Boise,7.3,35.0,9.0,22.5,69.0,55.0,162.0,90.0,2.2,27.5,5.7,100.0,3.4,62.5,1.0,63.0,2.9,88.0,0.9,33.0,62.1,,66.1,Boise,,43.6166163,-116.200886,Idaho,Ada County
2019,22,Pittsburgh,2.2,10.0,10.0,25.0,91.0,87.5,117.0,62.5,4.7,75.0,2.3,100.0,3.8,72.5,1.7,100.0,0.6,15.0,8.7,100.0,77.1,,65.5,Pittsburgh,,40.4416941,-79.9900861,Pennsylvania,Allegheny County
2019,23,Aurora,8.0,37.5,11.0,25.0,88.0,82.5,145.0,80.0,1.6,15.0,1.1,42.5,2.2,35.0,0.2,10.0,1.7,50.0,1.3,50.0,33.8,,64.7,Aurora,,41.7571701,-88.3147539,Illinois,Kane County
2019,24,Milwaukee,4.6,22.5,9.0,22.5,90.0,87.5,124.0,65.0,5.7,95.0,0.5,12.5,2.8,47.5,0.9,58.0,4.5,100.0,1.2,45.0,59.6,,64.3,Milwaukee,,43.0349931,-87.922497,Wisconsin,Milwaukee County
2019,25,Lincoln,6.4,30.0,7.0,17.5,91.0,87.5,101.0,52.5,8.8,100.0,1.4,60.0,4.6,90.0,0.6,38.0,4.0,100.0,0.7,25.0,68.8,,64.1,Lincoln,,40.8088861,-96.7077751,Nebraska,Lancaster County
2019,26,Henderson,8.0,40.0,13.0,35.0,52.0,30.0,136.0,75.0,3.7,57.5,5.0,100.0,2.9,52.5,0.5,33.0,5.0,100.0,5.7,100.0,73.8,,63.4,Henderson,,32.182598,-95.7893178,Texas,Henderson County
2019,27,Sacramento,5.4,25.0,7.0,15.0,82.0,75.0,125.0,67.5,3.2,47.5,2.4,100.0,4.1,80.0,0.7,43.0,1.5,43.0,5.2,100.0,68.8,,62.8,Sacramento,,38.5810606,-121.493895,California,Sacramento County
2019,30,Raleigh,4.4,20.0,11.0,27.5,57.0,37.5,194.0,100.0,5.2,85.0,1.1,42.5,2.2,35.0,1.6,100.0,2.1,63.0,0.9,30.0,59.2,,61.0,Raleigh,,35.7803977,-78.6390989,North Carolina,Wake County
2019,28,Denver,6.7,32.5,8.0,20.0,90.0,87.5,115.0,60.0,1.4,12.5,1.8,82.5,3.5,65.0,0.8,50.0,0.8,23.0,0.8,30.0,43.8,,60.9,Denver,,39.7392364,-104.984862,Colorado,Denver
2019,29,Virginia Beach,3.9,17.5,16.0,40.0,64.0,47.5,188.0,100.0,3.3,47.5,0.6,20.0,4.1,77.5,0.3,18.0,2.1,65.0,0.2,5.0,38.8,,60.9,Virginia Beach,,36.8529841,-75.9774183,Virginia,Virginia Beach
2019,33,Fremont,6.4,30.0,49.0,50.0,68.0,55.0,112.0,57.5,2.1,25.0,2.6,100.0,2.0,30.0,0.5,30.0,2.3,70.0,0.4,15.0,45.0,,59.4,Fremont,,37.5482697,-121.988571,California,Alameda County
2019,32,Kansas City,11.7,50.0,9.0,22.5,69.0,55.0,127.0,67.5,2.7,35.0,0.8,27.5,2.5,42.5,0.4,23.0,0.8,23.0,3.0,100.0,41.7,,59.2,Kansas City,,39.100105,-94.5781416,Missouri,Jackson County
2019,31,San Jose,4.0,17.5,14.0,35.0,78.0,70.0,124.0,67.5,2.2,27.5,1.1,40.0,3.0,55.0,1.0,60.0,0.7,20.0,1.8,70.0,45.4,,58.9,San Jose,,37.3361663,-121.890591,California,Santa Clara County
2019,34,Albuquerque,4.3,20.0,23.0,50.0,87.0,82.5,65.0,27.5,2.2,25.0,2.4,100.0,3.2,57.5,1.0,68.0,1.2,38.0,0.7,25.0,52.1,,58.0,Albuquerque,,35.0841034,-106.650985,New Mexico,Bernalillo County
2019,38,Cleveland,3.9,17.5,7.0,15.0,82.0,75.0,111.0,57.5,6.0,100.0,0.8,27.5,3.6,67.5,1.2,75.0,1.1,30.0,10.5,100.0,66.7,,57.9,Cleveland,,41.4996574,-81.6936772,Ohio,Cuyahoga County
2019,35,Omaha,7.4,35.0,13.0,32.5,80.0,72.5,81.0,37.5,5.2,85.0,0.4,7.5,4.3,85.0,0.7,40.0,1.2,38.0,1.6,60.0,52.5,,57.5,Omaha,,41.2587459,-95.9383758,Nebraska,Douglas County
2019,36,Las Vegas,1.1,5.0,19.0,50.0,74.0,62.5,99.0,50.0,1.3,10.0,3.9,100.0,3.9,75.0,0.7,45.0,1.2,35.0,4.1,100.0,60.8,,57.1,Las Vegas,,36.1672559,-115.148516,Nevada,Clark County
2019,37,Anchorage,4.7,22.5,84.0,50.0,75.0,65.0,99.0,50.0,1.7,17.5,2.3,100.0,2.9,52.5,0.3,18.0,1.5,45.0,0.0,0.0,38.8,,56.6,Anchorage,,61.1758781,-149.1107333,Alaska,Anchorage
2019,39,Des Moines,11.2,50.0,12.0,32.5,69.0,55.0,76.0,35.0,2.7,37.5,1.3,55.0,2.6,45.0,0.2,8.0,2.0,60.0,6.6,100.0,50.8,,55.8,Des Moines,,41.5868654,-93.6249494,Iowa,Polk County
2019,40,Oakland,2.1,10.0,12.0,30.0,87.0,82.5,103.0,52.5,2.6,35.0,3.8,100.0,1.7,25.0,1.1,73.0,1.3,40.0,0.0,0.0,45.4,,55.1,Oakland,,37.8044557,-122.271356,California,Alameda County
2019,41,Scottsdale,13.5,50.0,27.0,50.0,40.0,12.5,111.0,57.5,1.4,12.5,1.2,50.0,1.5,20.0,0.7,45.0,3.0,93.0,1.2,45.0,44.2,,53.5,Scottsdale,,33.4942189,-111.926018,Arizona,Maricopa County
2019,41,Atlanta,2.9,12.5,6.0,15.0,71.0,57.5,138.0,75.0,2.7,35.0,0.8,30.0,2.9,52.5,1.5,95.0,0.4,13.0,2.3,88.0,52.1,,53.0,Atlanta,,33.7489924,-84.3902644,Georgia,Fulton County
2019,43,Austin,8.7,42.5,10.0,25.0,59.0,40.0,119.0,62.5,2.5,32.5,1.3,57.5,1.5,20.0,0.6,35.0,1.2,35.0,1.8,68.0,41.3,,52.8,Austin,,30.2711286,-97.7436995,Texas,Travis County
2019,44,Norfolk,1.6,7.5,5.0,12.5,75.0,65.0,78.0,37.5,28.2,100.0,4.8,100.0,6.6,100.0,2.0,100.0,0.6,18.0,2.0,78.0,82.5,,51.3,Norfolk,,36.8448348,-76.2863999,Virginia,Norfolk
2019,45,Tampa,4.5,22.5,8.0,17.5,62.0,45.0,71.0,32.5,6.0,100.0,4.0,100.0,2.3,40.0,1.8,100.0,2.8,85.0,2.6,100.0,87.5,,51.3,Tampa,,27.9477595,-82.458444,Florida,Hillsborough County
2019,46,Chesapeake,7.2,35.0,26.0,50.0,42.0,15.0,91.0,45.0,3.7,55.0,2.0,92.5,4.9,97.5,1.0,63.0,1.1,33.0,0.0,0.0,56.7,,50.4,Chesapeake,,36.7183708,-76.2466798,Virginia,Chesapeake
2019,47,Orlando,3.4,15.0,6.0,15.0,63.0,47.5,121.0,65.0,5.0,80.0,1.0,40.0,2.0,32.5,1.5,95.0,4.2,100.0,0.0,0.0,57.9,,50.1,Orlando,,28.5421109,-81.3790304,Florida,Orange County
2019,48,Buffalo,1.1,5.0,8.0,17.5,89.0,85.0,66.0,30.0,6.3,100.0,0.8,25.0,2.3,40.0,0.7,43.0,2.3,70.0,4.2,100.0,62.9,,50.1,Buffalo,,37.7097669,-95.6974822,Kansas,Wilson County
2019,50,Honolulu,6.1,30.0,17.0,45.0,69.0,55.0,63.0,27.5,3.7,55.0,0.5,10.0,1.5,20.0,1.6,100.0,2.4,73.0,0.0,0.0,42.9,,50.1,Honolulu,,21.304547,-157.855676,Hawaii,Honolulu County
2019,49,Colorado Springs,6.3,30.0,9.0,22.5,74.0,62.5,86.0,42.5,2.9,40.0,1.7,75.0,2.9,50.0,0.3,15.0,1.4,40.0,0.8,30.0,41.7,,49.8,Colorado Springs,,38.8339578,-104.825348,Colorado,El Paso County
2019,51,Jersey City,0.6,2.5,18.0,47.5,93.0,90.0,27.0,2.5,2.5,32.5,2.5,100.0,1.3,15.0,0.9,60.0,0.9,25.0,3.6,100.0,55.4,,49.5,Jersey City,,40.7215682,-74.047455,New Jersey,Hudson County
2019,52,Columbus,7.7,37.5,9.0,22.5,59.0,40.0,101.0,50.0,6.9,100.0,0.7,20.0,2.9,50.0,0.7,43.0,1.0,30.0,0.7,25.0,44.6,,48.6,Columbus,,39.9622601,-83.0007065,Ohio,Franklin County
2019,53,Dallas,7.7,37.5,9.0,22.5,69.0,55.0,110.0,57.5,2.4,30.0,0.4,5.0,1.7,25.0,0.6,40.0,0.1,3.0,0.8,30.0,22.1,,48.6,Dallas,,32.7762719,-96.7968559,Texas,Dallas County
2019,54,Miami,2.6,12.5,7.0,15.0,86.0,80.0,77.0,35.0,3.1,45.0,0.9,32.5,1.3,15.0,1.6,100.0,3.8,100.0,0.0,0.0,48.8,,47.8,Miami,,25.7741728,-80.19362,Florida,Miami-Dade County
2019,55,Los Angeles,4.8,22.5,13.0,32.5,61.0,45.0,119.0,62.5,3.5,50.0,0.3,2.5,1.1,10.0,1.1,70.0,0.8,20.0,0.4,13.0,27.5,,47.5,Los Angeles,,34.0536909,-118.242766,California,Los Angeles County
2019,56,Phoenix,14.6,50.0,15.0,40.0,49.0,27.5,87.0,42.5,0.9,2.5,0.7,25.0,1.6,22.5,0.4,23.0,2.5,75.0,0.6,23.0,28.3,,47.1,Phoenix,,33.4484367,-112.074141,Arizona,Maricopa County
2019,59,Anaheim,8.3,40.0,8.0,20.0,66.0,52.5,99.0,50.0,1.4,10.0,0.6,15.0,1.6,22.5,0.2,10.0,1.8,55.0,0.6,20.0,22.1,,46.1,Anaheim,,33.8347516,-117.911732,California,Orange County
2019,60,North Las Vegas,7.1,35.0,26.0,50.0,63.0,47.5,53.0,20.0,1.9,22.5,0.8,27.5,2.3,37.5,0.2,8.0,1.0,28.0,1.6,63.0,30.8,,45.8,North Las Vegas,,36.2005843,-115.121584,Nevada,Clark County
2019,57,Nashville,16.7,50.0,11.0,27.5,42.0,15.0,98.0,50.0,3.8,57.5,1.2,47.5,2.1,35.0,0.8,50.0,0.8,23.0,0.4,15.0,37.9,,45.1,Nashville,,36.1622767,-86.7742984,Tennessee,Middle Tennessee
2019,57,Tulsa,9.8,47.5,8.0,20.0,59.0,40.0,75.0,35.0,1.8,17.5,0.5,10.0,2.4,40.0,0.3,15.0,1.3,40.0,8.2,100.0,37.1,,44.9,Tulsa,,36.1563122,-95.9927516,Oklahoma,Tulsa County
2019,62,Riverside,10.5,50.0,6.0,15.0,51.0,30.0,76.0,35.0,3.0,42.5,0.6,17.5,1.5,20.0,1.1,73.0,2.4,70.0,1.9,70.0,48.8,,44.7,Riverside,,33.7219991,-116.0372472,California,Riverside County
2019,63,Reno,5.0,25.0,5.0,12.5,75.0,65.0,51.0,20.0,3.7,55.0,1.2,47.5,2.8,50.0,0.3,18.0,2.2,65.0,2.7,100.0,55.8,,44.6,Reno,,39.5261206,-119.8126581,Nevada,Washoe County
2019,64,Bakersfield,9.1,45.0,6.0,12.5,46.0,22.5,81.0,37.5,2.1,25.0,2.1,97.5,3.0,55.0,0.3,13.0,2.2,68.0,3.4,100.0,59.6,,44.3,Bakersfield,,35.3738712,-119.019463,California,Kern County
2019,66,Lexington,11.1,50.0,2.0,5.0,53.0,32.5,81.0,37.5,3.3,47.5,1.9,85.0,1.9,27.5,0.5,30.0,2.4,73.0,1.2,48.0,51.7,,44.2,Lexington,,38.0464066,-84.4970393,Kentucky,Fayette County
2019,64,Greensboro,5.0,25.0,10.0,25.0,63.0,47.5,66.0,30.0,1.6,15.0,1.0,40.0,3.6,67.5,0.8,53.0,2.7,83.0,1.0,38.0,49.2,,44.2,Greensboro,,36.0726355,-79.7919754,North Carolina,Guilford County
2019,61,Baltimore,0.8,2.5,10.0,22.5,87.0,82.5,69.0,30.0,1.6,15.0,0.5,10.0,3.3,60.0,1.4,93.0,0.6,15.0,1.0,35.0,37.9,,43.9,Baltimore,,39.2908816,-76.610759,Maryland,Baltimore
2019,66,Corpus Christi,3.3,15.0,9.0,20.0,75.0,65.0,67.0,30.0,2.6,35.0,0.6,15.0,4.3,82.5,0.8,48.0,2.4,73.0,0.6,20.0,45.4,,43.9,Corpus Christi,,27.7635302,-97.4033191,Texas,Nueces County
2019,68,"Arlington, Texas",12.6,50.0,8.0,17.5,57.0,37.5,92.0,45.0,1.7,17.5,0.5,12.5,1.5,20.0,0.3,18.0,1.2,35.0,1.3,48.0,25.0,,43.8,"Arlington, Texas",,32.7355816,-97.1071186,Texas,Tarrant County
2019,69,Chandler,8.4,40.0,4.0,7.5,62.0,45.0,77.0,35.0,3.1,45.0,1.5,62.5,2.2,37.5,0.5,30.0,1.8,55.0,1.1,40.0,45.0,,43.1,Chandler,,33.3062031,-111.841185,Arizona,Maricopa County
2019,70,Glendale,4.8,22.5,6.0,12.5,75.0,65.0,36.0,10.0,4.9,77.5,1.2,50.0,3.9,75.0,0.6,40.0,1.7,50.0,1.6,63.0,59.2,,42.3,Glendale,,34.1469416,-118.2478471,California,Glendale
2019,71,El Paso,3.9,17.5,19.0,50.0,56.0,37.5,43.0,15.0,4.4,70.0,0.7,22.5,4.1,77.5,0.8,53.0,0.6,18.0,1.3,48.0,47.9,,42.0,El Paso,,31.7550511,-106.488234,Texas,El Paso County
2019,73,Durham,8.3,40.0,4.0,7.5,51.0,30.0,66.0,27.5,4.2,65.0,1.5,65.0,2.1,32.5,0.7,45.0,3.1,95.0,1.5,55.0,59.6,,41.1,Durham,,35.996653,-78.9018053,North Carolina,Durham County
2019,72,San Antonio,11.7,50.0,10.0,25.0,42.0,15.0,90.0,45.0,1.7,15.0,0.9,32.5,1.7,25.0,0.8,50.0,1.5,45.0,0.3,10.0,29.6,,41.1,San Antonio,,29.4246002,-98.4951405,Texas,Bexar County
2019,74,Chula Vista,6.9,32.5,7.0,15.0,67.0,52.5,43.0,15.0,2.0,22.5,1.8,82.5,3.6,67.5,0.7,40.0,1.5,45.0,0.7,28.0,47.5,,40.6,Chula Vista,,32.6400541,-117.084195,California,San Diego County
2019,74,Newark,0.9,2.5,6.0,12.5,93.0,90.0,48.0,17.5,2.6,35.0,0.0,0.0,0.9,7.5,0.8,53.0,1.0,30.0,3.5,100.0,37.5,,40.0,Newark,,40.735657,-74.1723667,New Jersey,Essex County
2019,76,Toledo,5.5,27.5,6.0,15.0,81.0,72.5,41.0,12.5,2.7,37.5,0.7,22.5,3.8,72.5,0.4,25.0,0.6,18.0,0.4,13.0,31.3,,39.7,Toledo,,41.6529143,-83.5378173,Ohio,Lucas County
2019,77,Wichita,11.3,50.0,5.0,10.0,53.0,32.5,57.0,22.5,1.0,2.5,0.7,25.0,2.1,35.0,0.4,28.0,3.9,100.0,1.5,58.0,41.3,,39.1,Wichita,,37.6922361,-97.3375448,Kansas,Sedgwick County
2019,78,Jacksonville,5.8,27.5,15.0,37.5,35.0,5.0,57.0,22.5,2.4,30.0,0.6,12.5,3.6,67.5,1.3,88.0,6.1,100.0,2.1,80.0,62.9,,38.9,Jacksonville,,30.3321838,-81.655651,Florida,Duval County
2019,81,Tucson,5.5,27.5,3.0,5.0,63.0,47.5,57.0,22.5,5.0,80.0,1.5,65.0,2.7,47.5,0.8,50.0,1.8,55.0,0.6,20.0,52.9,,38.9,Tucson,,32.2228765,-110.974847,Arizona,Pima County
2019,79,Garland,9.6,47.5,7.0,15.0,62.0,45.0,62.0,27.5,2.2,27.5,0.0,0.0,1.4,17.5,0.7,40.0,1.2,35.0,0.0,0.0,20.0,,38.8,Garland,,32.912624,-96.6388833,Texas,Dallas County
2019,80,Louisville,7.5,37.5,8.0,20.0,38.0,10.0,61.0,25.0,2.7,37.5,1.1,45.0,2.8,47.5,0.6,35.0,3.6,100.0,5.4,100.0,60.8,,38.3,Louisville,,38.2542376,-85.759407,Kentucky,Jefferson County
2019,83,Detroit,2.4,10.0,7.0,15.0,80.0,72.5,54.0,20.0,2.6,35.0,0.9,32.5,3.0,55.0,0.5,30.0,0.5,13.0,0.9,33.0,32.9,,37.6,Detroit,,42.3315509,-83.0466403,Michigan,Wayne County
2019,84,Stockton,6.0,30.0,3.0,5.0,74.0,62.5,23.0,2.5,3.5,50.0,1.0,35.0,2.3,37.5,0.4,23.0,2.7,83.0,1.6,60.0,47.9,,37.0,Stockton,,37.9577016,-121.290779,California,San Joaquin County
2019,85,Santa Ana,6.0,30.0,4.0,10.0,75.0,65.0,47.0,17.5,2.1,25.0,0.0,0.0,1.2,12.5,0.9,60.0,1.5,45.0,0.0,0.0,23.8,,36.6,Santa Ana,,33.7494951,-117.873221,California,Orange County
2019,82,Houston,4.7,22.5,11.0,27.5,58.0,40.0,57.0,22.5,2.2,27.5,0.7,20.0,1.8,25.0,0.6,40.0,0.7,20.0,1.1,40.0,28.8,,35.3,Houston,,29.7589382,-95.3676974,Texas,Harris County
2019,86,Winston-Salem,9.2,45.0,5.0,10.0,36.0,7.5,62.0,25.0,1.2,7.5,0.8,27.5,1.8,27.5,1.4,90.0,2.1,63.0,2.8,100.0,52.5,,35.0,Winston-Salem,,36.0998131,-80.2440518,North Carolina,Forsyth County
2019,88,Memphis,10.0,50.0,5.0,10.0,45.0,20.0,66.0,30.0,2.9,40.0,0.6,17.5,1.8,27.5,0.9,60.0,0.1,3.0,0.3,10.0,26.3,,34.1,Memphis,,35.1460249,-90.0517638,Tennessee,West Tennessee
2019,87,Irving,3.2,15.0,5.0,12.5,62.0,45.0,68.0,30.0,1.1,7.5,1.2,50.0,3.1,55.0,0.8,53.0,0.2,5.0,0.8,30.0,33.3,,34.0,Irving,,32.8295183,-96.9442177,Texas,Dallas County
2019,88,Fort Worth,7.7,37.5,6.0,12.5,60.0,42.5,67.0,30.0,1.5,15.0,0.3,2.5,2.3,37.5,0.3,18.0,0.2,3.0,0.1,3.0,12.9,,33.9,Fort Worth,,32.753177,-97.3327459,Texas,Tarrant County
2019,90,Lubbock,9.7,47.5,3.0,5.0,55.0,35.0,39.0,12.5,4.8,77.5,0.8,25.0,2.2,35.0,0.4,23.0,1.3,38.0,0.0,0.0,32.9,,33.2,Lubbock,,33.5855677,-101.8470215,Texas,Lubbock County
2019,91,Baton Rouge,4.2,20.0,3.0,5.0,53.0,32.5,49.0,17.5,8.1,100.0,0.9,30.0,2.7,45.0,2.9,100.0,1.2,38.0,0.9,30.0,57.1,,33.0,Baton Rouge,,30.4494155,-91.1869659,Louisiana,East Baton Rouge Parish
2019,92,Hialeah,4.4,20.0,2.0,2.5,68.0,55.0,31.0,7.5,3.0,42.5,0.0,0.0,0.7,2.5,1.5,100.0,1.0,28.0,1.7,65.0,39.6,,31.1,Hialeah,,25.8575963,-80.2781057,Florida,Miami-Dade County
2019,93,Fresno,2.2,10.0,3.0,5.0,67.0,52.5,37.0,10.0,4.5,72.5,1.3,55.0,2.6,45.0,0.6,38.0,0.9,25.0,0.9,35.0,45.0,,30.6,Fresno,,36.7295295,-119.70886126075588,California,Fresno County
2019,94,Laredo,4.1,20.0,2.0,2.5,54.0,32.5,65.0,27.5,9.5,100.0,0.4,5.0,2.1,35.0,1.0,63.0,0.9,25.0,0.0,0.0,37.9,,30.1,Laredo,,27.5056251,-99.5074517,Texas,Webb County
2019,96,Mesa,2.8,12.5,3.0,7.5,65.0,50.0,68.0,30.0,2.8,37.5,0.4,5.0,1.3,15.0,0.2,13.0,0.6,18.0,0.6,20.0,17.9,,29.5,Mesa,,33.4151005,-111.831455,Arizona,Maricopa County
2019,95,Charlotte/Mecklenburg County,16.5,50.0,6.0,12.5,36.0,7.5,48.0,17.5,3.7,55.0,0.5,12.5,2.1,32.5,0.5,28.0,0.5,15.0,0.7,25.0,27.9,,28.9,Charlotte,,35.2272086,-80.8430827,North Carolina,Mecklenburg County
2019,97,Oklahoma City,5.0,22.5,4.0,7.5,38.0,10.0,70.0,32.5,1.9,20.0,0.4,5.0,2.5,42.5,0.8,48.0,1.2,38.0,2.9,100.0,42.1,,28.6,Oklahoma City,,35.4729886,-97.5170536,Oklahoma,Oklahoma County
2018,1,Minneapolis,5.7,11.0,15.0,16.0,97.0,39.0,249.0,40.0,3.4,22.0,1.7,35.0,4.0,33.0,2.4,40.0,6.8,40.0,0.2,2.0,29.0,135.0,84.2,Minneapolis,,44.9772995,-93.2654692,Minnesota,Hennepin County
2018,2,St. Paul,3.2,6.0,15.0,16.0,96.0,38.0,218.0,40.0,7.8,40.0,1.3,26.0,3.7,30.0,1.7,40.0,10.5,40.0,1.0,15.0,32.0,132.0,82.4,St. Paul,,37.517132000000004,-95.17604240058537,Kansas,Neosho County
2018,3,"Washington, D.C.",1.4,2.0,22.0,20.0,98.0,39.0,257.0,40.0,5.4,38.0,1.8,37.0,1.7,10.0,2.3,40.0,2.1,15.0,3.7,40.0,30.0,131.0,81.9,"Washington, D.C.",,38.8950368,-77.0365427,Washington,District of Columbia
2018,4,"Arlington, Virginia",2.4,4.0,11.0,11.0,98.0,40.0,240.0,40.0,5.7,40.0,3.5,40.0,4.3,36.0,1.4,36.0,3.1,25.0,2.2,36.0,36.0,131.0,81.6,"Arlington, Virginia",,38.8769326,-77.0893094,Virginia,Arlington County
2018,5,San Francisco,1.3,2.0,20.0,20.0,100.0,40.0,279.0,40.0,5.4,39.0,3.7,40.0,2.6,19.0,0.8,20.0,1.7,12.0,1.4,22.0,25.0,127.0,79.6,San Francisco,,37.7792588,-122.4193286,California,San Francisco
2018,6,Portland,4.9,9.0,18.0,19.0,86.0,33.0,251.0,40.0,5.4,38.0,5.2,40.0,2.1,14.0,0.6,15.0,2.0,14.0,1.6,25.0,24.0,125.0,78.3,Portland,,45.5202471,-122.674194,Oregon,Multnomah County
2018,7,Cincinnati,4.4,8.0,14.0,15.0,71.0,25.0,201.0,40.0,8.9,40.0,1.3,25.0,5.0,40.0,1.5,38.0,6.2,40.0,4.5,40.0,37.0,125.0,78.2,Cincinnati,,39.1014537,-84.5124602,Ohio,Hamilton County
2018,8,Chicago,2.2,4.0,10.0,10.0,98.0,40.0,172.0,39.0,4.6,32.0,0.9,15.0,3.5,28.0,1.8,40.0,2.4,18.0,8.6,40.0,29.0,122.0,76.1,Chicago,,41.8755616,-87.6244212,Illinois,Cook County
2018,9,New York,1.1,1.0,21.0,20.0,97.0,39.0,198.0,40.0,3.6,23.0,1.6,33.0,2.2,16.0,0.1,2.0,0.8,4.0,9.0,40.0,20.0,120.0,74.8,New York,,40.7127281,-74.0060152,New York,City of New York
